Repository,Expected Components,Recovered Components,Missing Components
pentestgpt_executor,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
PentestGPT_Hackable2,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
plugins,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
pnpm-lock,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
poc-validator,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
pre-recon-code,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
privesc-advisor,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
privesc_agent,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
prowler,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
pyproject_3,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
quick-start,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
README_21,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
README_22,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
README_28,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
README_29,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
README_30,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
reconcloud,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
reconx,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
release-beta,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
release_1,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
requirements_7,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
resolver,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
results,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
role-management,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
rollback,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
rsecloud,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
s3scanner,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
s3_scanner,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
sarif,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
scan_pipeline,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
scan_running,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
scout-suite,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
Screenshot2,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
Screenshot3,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
Screenshot4,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
secret-scanner-agent,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
secure_credential,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
security,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
SECURITY_3,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
selection_agent,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
server_mcp_pentest_18,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
service_analyzer,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
service_correlator_1,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
settings_2,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
setup,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
setup_1,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
shannon-banner,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
SHANNON-PRO_1,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
shannon-report-capital-api,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
shannon-screen,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
shodan,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
six2dez_reconftw-stars-history,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
SKILL_1,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
SKILL_14,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
SKILL_16,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
SKILL_17,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
SKILL_4,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
social-engineer,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
sponsor-wechat-alipay-qr,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
ssrf_cloud_metadata,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
ssrf_payloads,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
stop,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
tch,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
tcp_beacon_server,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
teardown,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
techdetect,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
terraform-reconFTW,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_ad_agent_e2e_smoke,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_agents,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_benchmark_cli,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_chain_context_discriminator,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_cli_menu,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_cloud_agent_e2e_smoke,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_container_health,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_docker_build,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_flag_detection,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_litellm_provider,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_misc_coverage_2,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_probe_ssrf_cloud_metadata,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_providers_and_small_agents,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
test_selection_agent,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
trufflehog,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
type_confusion,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
uninstall,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
USAGE,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
usage_input,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
usage_output,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
usage_server1,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
usage_server2,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
variables,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
vectorDB,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
vuln-auth,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
vuln-authz,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
vuln-authz_2,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
vuln-auth_2,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
